51,3384276,87270356
52,3452185,87338265
52,3452193,87338273
54,3552197,87438277
54,3584287,87470367
55,3652187,87538267
55,3652194,87538274
57,3752213,87638293
57,3784277,87670357
58,3852176,87738256
58,3852183,87738263
59,3884274,87770354
60,3952197,87838277
60,3952204,87838284
61,4052186,87938266
42,2763614,90843998
63,4152196,92232580
2,157905,92432593
2,157910,92432598
2,189972,92464660
43,2863454,95138142
4,289990,96758982
5,357875,96826867
5,389992,96858984
6,457895,96926887
45,2963593,99432585
9,589982,101253278
10,657903,101321199
10,689992,101353288
11,757886,101421182
13,857891,101521187
13,889989,101553285
13,890002,101553298
14,957901,101621197
15,989983,101653279
16,1057902,101721198
16,1089982,101753278
17,1157902,101821198
19,1257912,101921208
19,1289982,101953278
20,1357902,102021198
48,3195865,103859161
22,1457892,106315492
22,1457900,106315500
22,1489992,106347592
23,1557902,106415502
24,1589993,106447593
25,1657902,106515502
25,1657909,106515509
26,1757905,106615505
26,1757910,106615510
28,1857903,106715503
28,1889982,106747582
29,1957902,106815502
29,1957910,106815510
30,1989992,106847592
31,2057883,106915483
31,2090006,106947606
32,2157912,107015512
34,2257905,107115505
34,2290015,107147615
35,2357902,107215502
36,2389982,107247582
37,2457903,107315503
39,2557906,107415506
39,2557912,107415512
39,2589992,107447592
40,2657896,107515496
41,2689999,107547599
42,2757903,107615503
43,2857913,107715513
44,2889981,107747581
45,2957896,107815496
45,2957899,107815499
45,2990002,107847602
46,3057913,107915513
48,3157894,108015494
48,3189990,108047590
49,3257916,108115516
50,3289992,108147592
51,3357899,108215499
51,3390002,108247602
52,3457910,108315510
53,3490004,108347604
54,3557903,108415503
54,3589993,108447593
55,3657921,108515521
57,3757912,108615512
57,3789999,108647599
57,3790006,108647606
58,3857912,108715512
58,3857921,108715521
60,3957921,108815521
60,3989993,108847593
61,4057884,108915484
62,4089993,108947593
63,4157900,109015500
3,201569,109253473
2,163609,113409817
2,163615,113409823
2,195702,113441910
4,263609,113509817
4,263618,113509826
4,295708,113541916
5,363611,113609819
5,369340,113615548
7,463602,113709810
7,495705,113741913
8,563619,113809827
8,563628,113809836
10,663611,113909819
10,695689,113941897
10,695699,113941907
11,763605,114009813
12,795698,114041906
13,863598,114109806
13,863602,114109810
14,963628,114209836
15,995699,114241907
16,1063618,114309826
17,1163619,114409827
10,669363,118109875
19,1263618,118704130
19,1295686,118736198
20,1363617,118804129
21,1395708,118836220
22,1463619,118904131
22,1463622,118904134
22,1495708,118936220
23,1563602,119004114
23,1563607,119004119
24,1595698,119036210
25,1663617,119104129
25,1663625,119104137
25,1695719,119136231
26,1763599,119204111
26,1763605,119204117
27,1795719,119236231
15,1001610,122636426
28,1863632,123498448
28,1863635,123498451
28,1895705,123530521
29,1963627,123598443
29,1963634,123598450
31,2063618,123698434
33,2163621,123798437
33,2163628,123798444
34,2263609,123898425
34,2263616,123898432
35,2295696,123930512
36,2363602,123998418
36,2395715,124030531
37,2463638,124098454
37,2463645,124098461
38,2495696,124130512
39,2563607,124198423
40,2663629,124298445
40,2663638,124298454
42,2763609,124398425
43,2863629,124498445
45,2963632,124598448
45,2995718,124630534
46,3063629,124698445
47,3095718,124730534
48,3163627,124798443
49,3263618,124898434
49,3263625,124898441
50,3295695,124930511
51,3363616,124998432
51,3395709,125030525
52,3463628,125098444
52,3463635,125098451
54,3563618,125198434
54,3595719,125230535
55,3663618,125298434
55,3663625,125298441
56,3695719,125330535
57,3763619,125398435
29,1901541,127730661
58,3863629,129692749
60,3963608,129792728
60,3963615,129792735
62,4063619,129892739
62,4063626,129892746
63,4163618,129992738
63,4163625,129992745
1,69315,130092739
1,69323,130092747
2,169317,130192741
2,169324,130192748
3,201428,130224852
4,269331,130292755
4,301413,130324837
5,369334,130392758
7,469334,130492758
7,501427,130524851
8,569325,130592749
9,601424,130624848
10,669327,130692751
10,701414,130724838
11,769308,130792732
12,801423,130824847
13,869344,130892768
14,969315,130992739
14,969322,130992746
15,1001424,131024848
16,1069328,131092752
16,1101414,131124838
17,1169341,131192765
19,1269345,131292769
20,1369322,131392746
21,1401424,131424848
22,1469324,131492748
22,1469334,131492758
22,1501434,131524858
23,1569342,131592766
24,1601436,131624860
25,1669344,131692768
26,1769334,131792758
27,1801425,131824849
28,1869315,131892739
28,1869321,131892745
30,1969325,131992749
30,1969334,131992758
31,2069334,132092758
31,2069344,132092768
33,2169344,132192768
33,2169351,132192775
33,2201428,132224852
34,2269335,132292759
35,2301412,132324836
35,2301421,132324845
36,2369337,132392761
36,2369341,132392765
37,2469338,132492762
38,2501421,132524845
39,2569331,132592755
39,2601431,132624855
43,2869360,132892784
41,2701421,136919149
42,2769344,136987072
42,2801432,137019160
43,2869344,137087072
44,2901624,137119352
45,3001432,137219160
46,3069334,137287062
47,3101434,137319162
48,3169341,137387069
48,3201425,137419153
49,3269334,137487062
51,3369344,137587072
52,3469324,137687052
52,3469331,137687059
53,3501435,137719163
54,3569335,137787063
54,3569344,137787072
55,3669336,137887064
55,3669344,137887072
56,3701437,137919165
57,3769344,137987072
59,3869334,138087062
59,3869338,138087066
59,3901445,138119173
59,3901448,138119176
60,3969317,138187045
60,3969322,138187050
62,4069353,138287081
62,4101580,138319308
63,4169348,138387076
63,4169352,138387080
1,75031,138487063
1,75040,138487072
2,175048,138587080
4,275033,138687065
5,375029,138787061
6,407128,138819160
7,475049,138887081
8,575051,138987083
10,675044,139087076
10,707140,139119172
11,775050,139187082
11,775057,139187089
13,875060,139287092
13,907140,139319172
14,975028,139387060
15,1007121,139419153
15,1007124,139419156
16,1075031,139487063
16,1075040,139487072
17,1175038,139587070
17,1175047,139587079
18,1207138,139619170
19,1275040,139687072
19,1307151,139719183
20,1375040,139787072
20,1375048,139787080
22,1475050,139887082
22,1475057,139887089
22,1507160,139919192
22,1507171,139919203
24,1575040,139987072
24,1575047,139987079
25,1675041,140087073
25,1675050,140087082
27,1775018,140187050
27,1775030,140187062
27,1775039,140187071
28,1875041,140287073
28,1875048,140287080
29,1907151,140319183
30,1975044,140387076
30,1975049,140387081
30,2007144,140419176
31,2075051,140487083
31,2075057,140487089
32,2107148,140519180
62,4069322,142481354
33,2175040,144781376
33,2207128,144813464
34,2275042,144881378
36,2375061,144981397
36,2375068,144981404
36,2407137,145013473
62,4101560,146707896
38,2507120,149307760
38,2507140,149307780
39,2575041,149375681
39,2607147,149407787
39,2607161,149407801
40,2675050,149475690
40,2675057,149475697
41,2707138,149507778
63,4169350,150969990
42,2807150,153802094
43,2875048,153869992
43,2875057,153870001
44,2907130,153902074
44,2907149,153902093
45,2975051,153969995
45,3007132,154002076
45,3007141,154002085
46,3075061,154070005
47,3107137,154102081
47,3107147,154102091
48,3175050,154169994
48,3175054,154169998
48,3207137,154202081
48,3207150,154202094
49,3275040,154269984
49,3275048,154269992
50,3307143,154302087
50,3307149,154302093
50,3307164,154302108
51,3375047,154369991
51,3407138,154402082
53,3475034,154469978
53,3475040,154469984
53,3475053,154469997
53,3507134,154502078
53,3507141,154502085
53,3507156,154502100
54,3575050,154569994
54,3575057,154570001
55,3607151,154602095
56,3675041,154669985
56,3675048,154669992
57,3775054,154769998
59,3875051,154869995
59,3875058,154870002
6,407316,155596564
60,3975060,159164308
61,4007153,159196401
62,4075060,159264308
62,4107155,159296403
63,4175079,159364327
1,80749,159464301
1,80756,159464308
1,112843,159496395
2,180749,159564301
3,212847,159596399
4,280747,159664299
4,280754,159664306
4,312843,159696395
4,312848,159696400
5,380745,159764297
6,412853,159796405
7,480737,159864289
7,512853,159896405
8,580742,159964294
8,580757,159964309
8,580764,159964316
9,612857,159996409
10,680756,160064308
10,680763,160064315
10,712860,160096412
11,780728,160164280
11,780746,160164298
12,812846,160196398
13,880763,160264315
14,980756,160364308
15,1012856,160396408
15,1012867,160396419
16,1080746,160464298
18,1180745,160564297
18,1212829,160596381
19,1280767,160664319
20,1312866,160696418
21,1380763,160764315
21,1412837,160796389
22,1480757,160864309
22,1480766,160864318
23,1512846,160896398
24,1580745,160964297
25,1680767,161064319
25,1680776,161064328
27,1780759,161164311
27,1780764,161164316
27,1812840,161196392
27,1812844,161196396
28,1880766,161264318
20,1375109,164952965
31,2080776,165658632
33,2180774,165758630
34,2280776,165858632
36,2380767,165958623
36,2412874,165990730
37,2480763,166058619
38,2512856,166090712
39,2580770,166158626
39,2612866,166190722
40,2680767,166258623
41,2712853,166290709
42,2780800,166358656
42,2780806,166358662
42,2812846,166390702
43,2880780,166458636
44,2912856,166490712
45,2980776,166558632
45,3012847,166590703
47,3080774,166658630
47,3080795,166658651
48,3180764,166758620
48,3180773,166758629
50,3280765,166858621
50,3280774,166858630
50,3312866,166890722
51,3380776,166958632
53,3480760,167058616
53,3480764,167058620
54,3580766,167158622
54,3580774,167158630
56,3680776,167258632
56,3680784,167258640
56,3712853,167290709
57,3780776,167358632
59,3880775,167458631
59,3912850,167490706
60,3980785,167558641
62,4080777,167658633
62,4080784,167658640
63,4180770,167758626
63,4180776,167758632
1,86483,167858643
2,186485,167958645
2,186490,167958650
3,218559,167990719
4,286477,168058637
5,386458,168158618
7,486492,168258652
8,586482,168358642
10,686469,168458629
10,718572,168490732
12,786478,168558638
12,818555,168590715
13,886482,168658642
13,886488,168658648
14,918572,168690732
15,986461,168758621
15,1018563,168790723
16,1086482,168858642
18,1186495,168958655
19,1286462,169058622
19,1286470,169058630
21,1386472,169158632
33,2207266,169979426
23,1518555,173485019
24,1586492,173552956
25,1686463,173652927
25,1686469,173652933
27,1786462,173752926
28,1886476,173852940
28,1886482,173852946
29,1918569,173885033
30,1986463,173952927
30,2018569,173985033
36,2375106,174341570
33,2186491,178347259
34,2286486,178447254
34,2286490,178447258
36,2386479,178547247
36,2418560,178579328
37,2486488,178647256
39,2586466,178747234
39,2586472,178747240
39,2618580,178779348
40,2686482,178847250
41,2718557,178879325
42,2786490,178947258
44,2886473,179047241
45,2986490,179147258
46,3018564,179179332
47,3086496,179247264
47,3118552,179279320
48,3186466,179347234
49,3218569,179379337
50,3286492,179447260
50,3286496,179447264
50,3318572,179479340
51,3386493,179547261
52,3418562,179579330
52,3418575,179579343
53,3486493,179647261
53,3486500,179647268
53,3518563,179679331
54,3586482,179747250
55,3618560,179779328
56,3686486,179847254
56,3686489,179847257
56,3718582,179879350
57,3786463,179947231
57,3786470,179947238
58,3818586,179979354
59,3886502,180047270
60,3986483,180147251
60,3986489,180147257
62,4086502,180247270
62,4118559,180279327
63,4186483,180347251
63,4186493,180347261
1,92178,180447250
1,92189,180447261
2,192182,180547254
2,192191,180547263
3,224266,180579338
4,292182,180647254
4,292188,180647260
4,324265,180679337
4,324281,180679353
5,392198,180747270
7,492178,180847250
7,524286,180879358
9,592201,180947273
10,692180,181047252
11,724278,181079350
12,792182,181147254
12,824259,181179331
13,892182,181247254
13,892186,181247258
14,924265,181279337
15,992208,181347280
15,1024299,181379371
16,1092178,181447250
16,1092182,181447254
17,1124276,181479348
18,1192186,181547258
50,3307205,183662277
19,1292195,185841571
21,1392178,185941554
22,1492197,186041573
22,1492206,186041582
51,3375006,187924382
51,3375147,187924523
25,1692198,190435878
27,1792179,190535859
27,1824282,190567962
28,1892199,190635879
30,1992176,190735856
31,2092199,190835879
31,2092208,190835888
33,2192202,190935882
34,2292206,191035886
36,2392202,191135882
36,2392207,191135887
38,2492188,191235868
39,2592209,191335889
40,2624296,191367976
41,2692209,191435889
41,2724279,191467959
42,2792189,191535869
42,2792196,191535876
43,2824282,191567962
43,2824288,191567968
44,2892178,191635858
44,2924280,191667960
45,2992197,191735877
46,3024298,191767978
47,3092196,191835876
48,3192207,191935887
48,3192216,191935896
49,3224298,191967978
50,3292198,192035878
50,3292205,192035885
50,3324308,192067988
51,3392198,192135878
51,3392205,192135885
52,3424286,192167966
53,3492207,192235887
54,3592192,192335872
54,3592196,192335876
55,3624291,192367971
56,3692218,192435898
57,3792218,192535898
57,3792225,192535905
59,3892197,192635877
60,3992146,192735826
61,4024356,192768036
62,4092128,192835808
62,4092137,192835817
63,4192206,192935886
1,97906,193035890
3,197889,193135873
3,197893,193135877
4,297917,193235901
6,397907,193335891
7,497898,193435882
8,529994,193467978
9,597911,193535895
10,697893,193635877
61,4007336,196945320
12,829984,197962272
13,897915,198030203
14,929985,198062273
14,929998,198062286
15,997904,198130192
15,997911,198130199
62,4075316,201207604
18,1197901,202524493
19,1297895,202624487
21,1397887,202724479
21,1397894,202724486
21,1430005,202756597
22,1497905,202824497
22,1497911,202824503
23,1530015,202856607
24,1597904,202924496
25,1697895,203024487
27,1797914,203124506
28,1897925,203224517
30,1997907,203324499
30,1997911,203324503
30,2029982,203356574
32,2097896,203424488
32,2097904,203424496
33,2197928,203524520
33,2197934,203524526
35,2297907,203624499
36,2397905,203724497
38,2497899,203824491
39,2597918,203924510
40,2630012,203956604
40,2630021,203956613
41,2697905,204024497
41,2697915,204024507
42,2797934,204124526
44,2897902,204224494
45,2997924,204324516
47,3097917,204424509
47,3097924,204424516
47,3130004,204456596
48,3197912,204524504
50,3297905,204624497
50,3297914,204624506
50,3330024,204656616
51,3397912,204724504
53,3497914,204824506
53,3497924,204824516
54,3597914,204924506
56,3697914,205024506
56,3697922,205024514
56,3730001,205056593
57,3797935,205124527
59,3897918,205224510
59,3897925,205224517
61,3997924,205324516
62,4097928,205424520
62,4097932,205424524
1,103614,205624510
2,135688,205656584
3,203613,205724509
3,235698,205756594
10,712718,206233614
5,335718,210050918
6,403627,210118827
7,503621,210218821
8,535721,210250921
11,780753,210495953
9,635690,214545194
10,703638,214613142
11,735720,214645224
12,803620,214713124
12,803627,214713131
12,835710,214745214
13,903590,214813094
13,903601,214813105
14,935698,214845202
15,1003621,214913125
15,1003627,214913131
15,1035720,214945224
16,1103614,215013118
17,1135711,215045215
18,1203620,215113124
18,1203628,215113132
19,1303610,215213114
19,1303619,215213123
20,1335707,215245211
21,1403612,215313116
21,1403621,215313125
22,1503624,215413128
22,1503631,215413135
24,1603639,215513143
24,1635684,215545188
25,1703620,215613124
25,1703630,215613134
27,1803611,215713115
27,1803621,215713125
27,1803630,215713134
29,1903612,215813116
29,1903622,215813126
29,1903632,215813136
29,1935717,215845221
30,2003637,215913141
30,2003648,215913152
31,2035697,215945201
32,2103631,216013135
32,2103640,216013144
32,2135724,216045228
33,2203621,216113125
33,2203634,216113138
33,2203641,216113145
34,2235689,216145193
35,2303637,216213141
35,2303643,216213147
35,2335727,216245231
36,2403627,216313131
36,2403634,216313138
38,2503629,216413133
38,2535710,216445214
39,2603620,216513124
41,2703634,216613138
41,2703640,216613144
41,2735741,216645245
42,2803607,216713111
43,2835698,216745202
43,2835710,216745214
44,2903620,216813124
45,3003642,216913146
45,3003650,216913154
45,3003661,216913165
46,3035740,216945244
47,3103620,217013124
48,3203629,217113133
48,3203637,217113141
49,3235711,217145215
50,3303630,217213134
50,3303637,217213141
51,3403630,217313134
53,3503640,217413144
53,3503654,217413158
53,3535731,217445235
54,3603631,217513135
54,3603638,217513142
55,3635743,217545247
56,3703627,217613131
58,3803631,217713135
58,3803637,217713141
59,3903631,217813135
59,3903638,217813142
60,3935730,217845234
60,3935734,217845238
61,4003643,217913147
61,4003649,217913153
62,4103630,218013134
63,4135720,218045224
24,1580742,219684550
24,1580770,219684578
2,141403,222439515
2,141416,222439528
3,209337,222507449
3,241426,222539538
4,309330,222607442
5,341426,222639538
26,1712889,224011001
7,509346,227001762
8,541425,227033841
9,609336,227101752
9,641436,227133852
10,709337,227201753
11,741427,227233843
12,809345,227301761
13,909359,227401775
14,941436,227433852
15,1009353,227501769
29,1913037,228405453
15,1041417,231728137
16,1109346,231796066
18,1209346,231896066
30,1980762,232667482
19,1309340,236190364
19,1309346,236190370
21,1409336,236290360
23,1509346,236390370
23,1509354,236390378
23,1541423,236422447
31,2080742,236961766
24,1609356,240684684
26,1709330,240784658
26,1709337,240784665
26,1741429,240816757
26,1741433,240816761
27,1809356,240884684
27,1809363,240884691
28,1841423,240916751
29,1909350,240984678
29,1909356,240984684
29,1941433,241016761
30,2009340,241084668
30,2009356,241084684
30,2009363,241084691
32,2109337,241184665
32,2141426,241216754
32,2141430,241216758
33,2209359,241284687
33,2209366,241284694
34,2241437,241316765
35,2309366,241384694
35,2341424,241416752
36,2409354,241484682
38,2509366,241584694
39,2609367,241684695
41,2709355,241784683
42,2809360,241884688
42,2809363,241884691
44,2909379,241984707
44,2941444,242016772
45,3009356,242084684
47,3109344,242184672
47,3109354,242184682
48,3209366,242284694
50,3309353,242384681
52,3409346,242484674
52,3409353,242484681
53,3509358,242584686
53,3509363,242584691
55,3609360,242684688
56,3709344,242784672
56,3709353,242784681
58,3809357,242884685
58,3809363,242884691
58,3841437,242916765
59,3909347,242984675
59,3909357,242984685
61,4009337,243084665
61,4009343,243084671
61,4041443,243116771
62,4109369,243184697
62,4109374,243184702
1,115043,243384675
1,115053,243384685
2,147133,243416765
2,147136,243416768
41,2713110,245982742
4,315048,247778984
5,347142,247811078
6,415060,247878996
6,447132,247911068
7,515069,247979005
8,547150,248011086
9,615051,248078987
10,715062,248178998
11,747050,248210986
12,815062,248278998
12,847143,248311079
13,915074,248379010
14,947125,248411061
15,1015063,248478999
15,1015070,248479006
17,1115062,248578998
18,1215045,248678981
18,1215052,248678988
20,1315073,248779009
20,1315076,248779012
45,2980690,250444626
21,1415072,253073312
23,1515081,253173321
24,1615055,253273295
24,1615063,253273303
26,1715080,253373320
27,1815062,253473302
27,1815072,253473312
29,1915064,253573304
29,1915072,253573312
30,2015056,253673296
30,2015065,253673305
31,2047159,253705399
32,2115060,253773300
32,2115069,253773309
33,2215072,253873312
34,2247153,253905393
35,2315066,253973306
35,2315073,253973313
35,2347142,254005382
36,2415065,254073305
37,2447139,254105379
38,2515070,254173310
38,2515078,254173318
39,2615082,254273322
41,2715065,254373305
41,2715071,254373311
42,2815074,254473314
43,2847162,254505402
44,2915053,254573293
44,2915062,254573302
46,3015073,254673313
46,3015079,254673319
47,3115062,254773302
49,3215090,254873330
50,3315080,254973320
50,3315086,254973326
51,3347173,255005413
52,3415062,255073302
53,3515076,255173316
53,3515079,255173319
55,3615143,255273383
55,3615081,259467625
55,3647156,259499700
56,3715079,259567623
58,3815073,259667617
53,3480851,263527699
59,3915089,263961937
60,3947152,263994000
61,4015090,264061938
62,4115082,264161930
54,3580861,267822013
1,120772,268556228
1,120779,268556235
2,152848,268588304
3,220778,268656234
4,320775,268756231
5,352868,268788324
6,420775,268856231
7,520786,268956242
8,552838,268988294
9,620769,269056225
9,620775,269056231
9,652848,269088304
10,720778,269156234
12,820789,269256245
14,920789,269356245
14,952879,269388335
15,1020785,269456241
16,1052849,269488305
16,1052856,269488312
17,1120788,269556244
18,1220788,269656244
19,1252879,269688335
20,1320787,269756243
20,1320794,269756250
21,1420758,269856214
22,1452865,269888321
23,1520786,269956242
24,1620790,270056246
25,1652859,270088315
26,1720787,270156243
26,1752836,270188292
26,1752845,270188301
27,1820781,270256237
27,1820787,270256243
28,1852856,270288312
29,1920787,270356243
29,1952865,270388321
30,2020782,270456238
32,2120778,270556234
33,2220789,270656245
33,2220801,270656257
33,2220808,270656264
35,2320772,270756228
35,2320780,270756236
36,2420775,270856231
36,2420779,270856235
36,2420785,270856241
37,2452857,270888313
38,2520786,270956242
38,2552878,270988334
38,2552889,270988345
39,2620778,271056234
39,2620785,271056241
41,2720782,271156238
43,2820795,271256251
43,2852868,271288324
44,2920795,271356251
46,3020778,271456234
46,3020787,271456243
47,3120796,271556252
48,3152855,271588311
49,3220778,271656234
49,3220788,271656244
50,3320789,271756245
51,3352888,271788344
1,86122,272715882
1,86269,272716029
52,3452872,276082632
53,3520791,276150551
54,3552869,276182629
55,3620798,276250558
55,3620805,276250565
55,3652879,276282639
56,3720772,276350532
56,3720780,276350540
58,3820799,276450559
59,3920789,276550549
60,3952837,276582597
2,186378,277010442
61,4020792,280844856
61,4052886,280876950
62,4120798,280944862
1,126488,281144856
2,158575,281176943
3,226494,281244862
4,326494,281344862
6,426505,281444873
6,458564,281476932
8,526493,281544861
9,626484,281644852
9,626491,281644859
11,726492,281744860
12,826474,281844842
12,826478,281844846
14,926492,281944860
14,958588,281976956
15,1026494,282044862
16,1058568,282076936
17,1126484,282144852
17,1126491,282144859
18,1226485,282244853
18,1226493,282244861
20,1326495,282344863
20,1326501,282344869
